Date,Close,High,Low,Open,Volume
2024-12-20,127.68820190429688,128.6508128232718,127.42566490967202,127.950724062132,5579500
2024-12-23,127.80486297607422,127.8826522553337,126.52136212347496,127.27007095415787,1705200
2024-12-24,128.52439880371094,128.9716834883944,127.32842006129376,127.50344966374875,619600
2024-12-26,129.44813537597656,129.52592466071223,128.07712705148936,128.07712705148936,1017500
2024-12-27,128.1549072265625,129.71064830032228,127.68818638811337,128.65079719011547,1525000
2024-12-30,127.00755310058594,128.14519366194557,126.13244954162936,128.14519366194557,1415200
2024-12-31,127.41592407226562,127.95071612562955,126.52136956336086,127.5228824829384,942300
2025-01-02,127.01728057861328,128.2910486352437,126.72557445922864,127.83404584345864,1390200
2025-01-03,126.17132568359376,127.66874343869868,125.9865928251746,127.01727487550484,1563000
2025-01-06,122.63200378417967,126.12272191384818,122.39863592892316,126.12272191384818,2412000
2025-01-07,123.77936553955078,124.29470655341886,123.13761508714536,123.2154043695692,1891300
2025-01-08,123.26402282714844,123.38070675619876,122.54449047732471,123.14734631649274,1820200
2025-01-10,121.01790618896484,122.51531650309892,120.66786183405588,121.76661505522904,2280000
2025-01-13,121.9610824584961,121.9902515853922,120.8623366411743,121.80550389052428,2337100
2025-01-14,122.69033813476562,123.44876509422976,121.7082688423956,122.05831319574742,1779000
2025-01-15,122.08748626708984,123.71130606587276,122.03887352768336,123.19595761572336,1484800
2025-01-16,123.14734649658205,123.32236868121616,121.562421319508,121.87357104570256,2090400
2025-01-17,123.70157623291016,124.35304478169532,122.67089420537576,123.26401708315731,2056600
2025-01-21,123.02093505859376,124.82950254943704,122.76813101030336,124.25581584638988,1836500
2025-01-22,122.63200378417967,125.12119414136536,122.486150729243,125.12119414136536,2125900
2025-01-23,123.51683044433594,124.05162249613991,122.26250606515474,122.51531752767976,2216900
2025-01-24,124.8586654663086,124.93645474732624,123.31263503425792,123.63351025466012,1785500
2025-01-27,127.77570343017578,128.41745390458684,126.22968033555838,126.71585223978693,3127600
2025-01-28,125.86018371582033,129.6912206577475,125.64626689309826,127.9604498824792,3388800
2025-01-29,126.08381652832033,127.42565569628282,125.90880176908452,126.19077493789398,1881100
2025-01-30,127.231201171875,127.79514755942456,126.34636469040484,127.37704681748436,1871500
2025-01-31,126.37552642822266,127.454828652977,125.35456245830004,125.51014102904408,5058300
2025-02-03,126.84224700927734,127.67846327909928,125.6365501807823,126.0060307394554,2601800
2025-02-04,125.72405242919922,127.27007546268032,125.14064023247992,126.53109953871925,2136200
2025-02-05,125.6754379272461,126.27828634399884,124.80033442958634,126.03520039056124,2517200
2025-02-06,125.13092803955078,126.69640217659,124.6642071622291,126.59916186028627,2090300
2025-02-07,126.69639587402344,126.7644522226192,124.87810293976196,124.97534325122844,2248500
2025-02-10,127.7951431274414,127.91183447667198,126.15189450900104,126.53110801122412,1555700
2025-02-11,129.5064697265625,129.5939771054565,126.9881029109113,127.79513518754077,1512800
2025-02-12,130.17739868164062,130.23573693843872,128.17437273536137,128.864728556525,1871800
2025-02-13,131.616455078125,131.830371897357,129.81761314461662,130.1773904333915,1872600
2025-02-14,129.0008544921875,131.2858684335409,128.95223433319902,131.22753017747053,1976400
2025-02-18,131.88870239257812,132.0831681704079,127.90208718152266,128.3688228524595,2695400
2025-02-19,134.11537170410156,134.19316098764142,131.47061024768996,132.06374055249125,1845200
2025-02-20,135.12661743164062,135.88504439948534,132.74437811793405,132.99718216161938,2132800
2025-02-21,136.3809356689453,136.71154383598903,134.44598100785058,135.1557878255833,2316600
2025-02-24,136.1670379638672,138.53955953627283,135.73921909589112,135.73921909589112,2269700
2025-02-25,137.39218139648438,138.9479225686262,136.40038656987133,136.7504309300413,2693300
2025-02-26,135.3113555908203,137.6449745833255,134.83490182693592,136.65317983495635,1808800
2025-02-27,136.31288146972656,136.92546281947054,134.56265963959314,134.97104226049274,1711500
2025-02-28,138.08253479003906,139.07432959946212,136.2934257965302,137.35327695539036,2683900
2025-03-03,139.385498046875,139.61885107736313,137.29494984908334,137.29494984908334,1946800
2025-03-04,137.23660278320312,142.21499827128568,137.19771555954762,140.30921273959922,2530000
2025-03-05,137.7130584716797,138.90903720292846,136.59485418880772,136.83794014115523,2060700
2025-03-06,138.4714813232422,139.03544249627112,136.69209042475146,137.99502752961726,1991700
2025-03-07,142.0424041748047,144.06332541784747,137.6081881646079,138.00059162718426,2966800
2025-03-10,144.60287475585938,147.59499977323253,142.8174195618869,142.9449574218965,3193800
2025-03-11,141.35569763183594,144.51459506049915,141.1791205557007,144.51459506049915,2507300
2025-03-12,137.31387329101562,140.62973782022792,136.98032886254265,138.82464303536696,2099400
2025-03-13,137.48065185546875,139.09933486841425,136.99014003709345,137.04899906022123,1805000
2025-03-14,136.99012756347656,137.60817718850754,136.19550088514038,136.48981094321377,1324100
2025-03-17,137.25502014160156,137.78476631717515,136.20531766863195,137.06862325617834,1469900
2025-03-18,136.88223266601562,138.3243386709751,136.16608957208317,137.23540178905128,1661900
2025-03-19,136.99993896484375,137.26481952670625,135.78347928814443,136.7252535559612,1716800
2025-03-20,136.44076538085938,137.0489952284849,134.4394688350717,136.69582613035954,1665400
2025-03-21,136.03854370117188,137.62779717672683,134.8318888389628,136.44076697831906,7442700
2025-03-24,135.20468139648438,136.55848380202056,134.4983431982775,135.6853733860749,1979700
2025-03-25,134.3904266357422,135.14580402024316,133.40940304827728,135.13599917329202,1801000
2025-03-26,136.960693359375,137.27461309978864,134.63567242184007,134.66510192971538,2209900
2025-03-27,137.89266967773438,138.363556796786,136.84298224888687,137.9711533591149,1052600
2025-03-28,138.0398406982422,139.89397474854732,137.36293200270924,139.39364312007555,1227300
2025-03-31,139.52117919921875,140.0313156684893,138.3930080338957,138.5892097623129,1974100
2025-04-01,140.31581115722656,140.78669831681867,139.32498266180227,140.1490389333967,1725400
2025-04-02,140.18826293945312,141.02213896625062,138.87369494100946,140.25694177496362,1845500
2025-04-03,142.46424865722656,144.328187513036,141.69905144532734,142.24842226728245,2384900
2025-04-04,135.29296875,144.21046971311353,135.03789303278384,143.05286904622614,2554900
2025-04-07,131.98692321777344,135.4793801958475,130.8783766057213,132.60497294457662,2827200
2025-04-08,130.75082397460938,134.0862982208999,129.7305660189119,133.99800968967486,2543100
2025-04-09,132.58534240722656,135.03790157102455,129.02423668047044,129.34797628639973,2436400
2025-04-10,134.88095092773438,136.2053239119911,132.24199483784724,132.79136570265595,2281800
2025-04-11,137.1078643798828,138.04965370087655,133.38979121231162,134.11575412576997,1721600
2025-04-14,139.854736328125,140.1490464320795,136.00912521902512,137.17654581752993,1676800
2025-04-15,138.785400390625,140.34522421524997,138.68729204964697,139.53097288667206,1855700
2025-04-16,137.0489959716797,139.93320779380517,136.73507619899502,139.45250083370678,2004900
2025-04-17,140.0999755859375,140.71802523379102,137.55912809690042,137.76513466669698,2108300
2025-04-21,137.41197204589844,140.77687554441204,136.04833497852565,140.72782137441797,2615600
2025-04-22,135.3027801513672,135.75405761729556,130.47614558469257,130.5546292730815,3834600
2025-04-23,130.8685302734375,133.9783879737053,128.6317978677123,132.9483102941456,4583400
2025-04-24,129.8286590576172,130.79007295921548,129.15175038153157,130.48594307040452,2709000
2025-04-25,129.11251831054688,130.70177177351218,127.37610232408662,130.43690617583957,2627000
2025-04-28,128.41598510742188,129.49511707070403,128.18054902032932,129.2302365034925,1746400
2025-04-29,128.0726318359375,128.58276829080685,125.79664993669888,127.66060372712332,1964200
2025-04-30,129.279296875,129.49512327800198,126.70901967281848,129.10271980121644,2928800
2025-05-01,127.40553283691406,128.51409431851826,126.06153526663816,127.87643495272243,1965600
2025-05-02,127.87643432617188,129.1027138461036,126.80710720817478,127.89604402064344,2258400
2025-05-05,128.41598510742188,129.0536594381731,127.76852089868495,128.74954451285697,1459500
2025-05-06,130.25050354003906,130.82930385354462,127.29761301494317,128.07263001777346,3014000
2025-05-07,131.05494689941406,131.8790031796427,129.78943296686532,129.98563470464836,2953500
2025-05-08,131.00588989257812,132.3204729427154,130.54482255490316,131.22171629024697,2165900
2025-05-09,130.5251922607422,131.93786863210138,130.3191707194056,130.65271514896762,1864200
2025-05-12,134.0764923095703,134.19421035026926,129.5049187854891,129.8875173869927,3112800
2025-05-13,131.48660278320312,133.57618801414705,130.21126900389822,133.31130742885884,3058800
2025-05-14,130.97645568847656,131.61413001119115,130.0641109240265,131.05493937292908,2139300
2025-05-15,134.74359130859375,134.86130934507605,131.11379217858652,131.90843383253662,2625800
2025-05-16,136.43096923828125,136.70565466887845,134.43947741260166,135.04772226826685,2310000
2025-05-19,138.11830139160156,140.54143079928156,136.9999351241517,138.42243127148242,3259500
2025-05-20,138.9423828125,139.04047619488207,137.6866737518405,138.08888206730268,2421600
2025-05-21,138.39300537109375,139.66832406588333,137.9907821055766,138.1967886772196,2475800
2025-05-22,137.09805297851562,137.81419604061395,135.70500121325296,137.81419604061395,2743800
2025-05-23,138.8638916015625,138.96198497862997,135.44011389726683,137.4315905794433,2582900
2025-05-27,140.13922119140625,140.36485241827032,138.47146916809442,138.9521761002437,2594100
2025-05-28,139.97244262695312,141.1398631274165,139.59966383120198,140.25694785893506,1748600
2025-05-29,141.1104278564453,141.57151013560969,138.8933199592531,139.52117445035728,1716200
2025-05-30,141.0319366455078,141.49301890005927,140.34522317146238,140.34522317146238,3382800
2025-06-02,138.9914093017578,140.87498768963783,138.46166317151315,140.87498768963783,2048300
2025-06-03,136.85279846191406,138.34395859352944,136.81356410258098,138.26547490563044,1937300
2025-06-04,135.8031005859375,137.72591358164306,135.6559530219031,136.79394408121385,2047300
2025-06-05,132.7324981689453,134.28251727771925,130.69196725242895,134.15497941755186,3515400
2025-06-06,132.24728393554688,133.41576632319183,131.9502072761628,132.85133426931404,2576800
2025-06-09,131.39566040039062,132.94044075808893,131.3461451099628,132.24727202193523,2008100
2025-06-10,131.74224853515625,132.4750356106045,130.89063684042588,131.21741965339822,1891800
2025-06-11,131.55410766601562,132.31658574619962,131.08869111839903,131.71253544673635,1680000
2025-06-12,132.58395385742188,132.61366001014582,131.22732251654426,131.94030040180948,1551700
2025-06-13,129.56370544433594,132.69288455729802,129.296350063568,132.45522022000296,1837800
2025-06-16,129.39537048339844,130.54405882597175,129.13791210728223,129.81127175709986,1989200
2025-06-17,127.67233276367188,129.06858241055983,127.53369901142422,129.02897924275152,2883000
2025-06-18,126.71179962158205,127.90999564089256,126.51375356490878,127.59312497220448,3088900
2025-06-20,127.03857421875,127.5733151900104,126.49394378815956,126.71179898238483,5306900
2025-06-23,128.8606414794922,129.20721831090034,126.89004765197514,127.05838756036412,3205900
2025-06-24,128.68238830566406,129.0586863975186,128.18726559951688,128.67249129112164,2760900
2025-06-25,126.89994049072266,128.4843391562812,126.51375294858302,128.40511771200872,1820300
2025-06-26,125.60272216796876,127.3059454547074,125.06799630350224,127.0682962304759,2369300
2025-06-27,126.64248657226562,127.27624303873388,125.64233657941264,125.64233657941264,1950900
2025-06-30,127.66243743896484,128.02882340833767,126.4345352363874,126.62268428334512,2172600
2025-07-01,130.32620239257812,131.19762321114817,128.03873785377797,128.38531469029377,2829800
2025-07-02,131.06887817382812,131.18770278340486,129.63302540497648,130.4450187536597,2137900
2025-07-03,130.8312225341797,131.43527285622295,130.16775990340207,131.43527285622295,1016000
2025-07-07,130.3657989501953,131.66303309748582,129.920191548733,130.94014308694835,2158100
2025-07-08,130.1182403564453,130.79161508996634,129.09828879665318,129.96970958946423,1620500
2025-07-09,130.20736694335938,130.81141721326256,128.99926640355298,130.2469701091151,1448400
2025-07-10,130.66287231445312,131.79175142118487,129.19731341149063,130.14794049613573,1959200
2025-07-11,128.11795043945312,130.66287317590488,127.9496105402279,130.66287317590488,1847100
2025-07-14,126.2166748046875,128.1080395455553,123.92921040215428,127.97931792135007,3283800
2025-07-15,125.51360321044922,126.65238692019734,124.96896522383882,126.19687494729264,2226500
2025-07-16,126.38501739501952,126.44443725626604,125.09770291092843,125.65223791607704,2022200
2025-07-17,126.66229248046876,127.23663662448364,125.03828307722632,125.76116554193096,1942700
2025-07-18,126.28599548339844,127.3356531967075,125.8502850869428,127.12771012291007,3787100
2025-07-21,125.47399139404295,126.6127750938603,125.30565149236696,126.03843095934754,2115100
2025-07-22,127.63272857666016,127.88028992583592,125.29574883604307,125.53340561585944,2040700
2025-07-23,126.48404693603516,128.06843804837854,126.21667645006214,127.58321236790091,1947500
2025-07-24,126.50385284423828,126.83063564716645,125.93941325507738,126.50385284423828,1573400
2025-07-25,126.13745880126952,127.03857820432248,125.41458387590453,126.6820968039196,1549400
2025-07-28,125.6225357055664,126.27609376000714,125.1274129911522,125.59282955149725,1911800
2025-07-29,126.68209075927734,127.3158547480178,125.2858411581818,125.63243308240676,1995900
2025-07-30,124.0678482055664,127.36535967589944,123.68165310043756,126.84053081790243,2123300
2025-07-31,123.40438842773438,124.69170295605952,123.15682706979034,123.879702004202,4597500
2025-08-01,129.36566162109375,133.17811254847803,127.22672787830236,131.39566776281856,5425900
2025-08-04,131.84127807617188,132.50474071179897,129.91030247845924,130.07864239108585,3226000
2025-08-05,132.90084838867188,133.1384976261198,130.91044536536677,131.77196918095487,2860300
2025-08-06,135.34674072265625,135.5645959302418,132.83152393045913,133.3068375152156,3327300
2025-08-07,135.4358673095703,136.119139051753,134.35648834223684,135.77254711848926,2473200
2025-08-08,134.83181762695312,135.95078465698322,134.32678280132723,135.21801272951933,1654000
2025-08-11,132.84141540527344,135.0298644047703,132.52454473196622,135.00015825133357,2544700
2025-08-12,132.33639526367188,133.14840374820142,130.33609531563548,132.8414149804272,3181100
2025-08-13,133.49497985839844,133.78215948575718,131.83137484039375,132.41561599957785,1849500
2025-08-14,132.08883666992188,132.98996363328794,131.69274454379965,132.6334746757995,1527500
2025-08-15,131.64321899414062,132.70277365943738,131.25702391277903,132.59384606674843,2123800
2025-08-18,130.04893493652344,131.64323069304618,129.316147874227,131.64323069304618,2566400
2025-08-19,131.6531219482422,132.12843550599231,129.82117703756472,130.06873838575996,2288400
2025-08-20,131.96009826660156,134.84171604415914,131.86108279129175,132.43542694389382,1678900
2025-08-21,131.6729278564453,131.76204631322224,130.94014084418504,131.19761431035644,1512700
2025-08-22,132.1878662109375,133.0691840280432,131.38575473047294,132.50473688733993,1842600
2025-08-25,129.47457885742188,132.63346392553066,129.34584212739085,132.19775355614394,1721500
2025-08-26,128.5437469482422,129.94989353732507,128.127845712875,129.12798808054765,3165300
2025-08-27,128.9398651123047,129.07849886920744,128.3358147908114,128.3358147908114,1411900
2025-08-28,127.46438598632812,129.07849078412232,126.7712172452324,128.93985703590317,1757400
2025-08-29,127.88028717041016,128.55366188283082,127.2960460253309,127.4247676493657,1785600
2025-09-02,127.58321380615234,128.77150526506236,126.79101446356376,128.08824863089973,2027300
2025-09-03,126.75141143798828,128.05854262121647,125.86018906532036,127.58321394916312,2562900
2025-09-04,127.90999603271484,128.1476603674181,126.59296784238228,127.24653343035703,2049200
2025-09-05,129.88999938964844,130.60000610351562,128.0,128.1699981689453,2187000
2025-09-08,129.77999877929688,130.1300048828125,127.7699966430664,129.24000549316406,2916800
2025-09-09,130.97000122070312,131.52999877929688,129.38999938964844,129.9499969482422,2325500
2025-09-10,128.00999450683594,130.8300018310547,127.01000213623048,130.24000549316406,2279100
2025-09-11,129.47000122070312,130.02000427246094,127.87000274658205,128.25,1745000
2025-09-12,127.98999786376952,129.8699951171875,127.9499969482422,128.89999389648438,1442300
2025-09-15,125.47000122070312,127.77999877929688,125.0500030517578,127.41999816894533,3077600
2025-09-16,125.04000091552734,126.05999755859376,124.4800033569336,125.4000015258789,2084500
2025-09-17,125.58999633789062,126.9800033569336,125.31999969482422,125.31999969482422,2304400
2025-09-18,125.51000213623048,126.41999816894533,124.37999725341795,124.72000122070312,1821900
2025-09-19,124.62000274658205,126.5500030517578,124.23999786376952,126.12000274658205,6928100
2025-09-22,124.06999969482422,125.12999725341795,123.8000030517578,124.43000030517578,2683800
2025-09-23,123.81999969482422,124.43000030517578,122.58000183105467,124.12000274658205,2452100
2025-09-24,123.93000030517578,124.5500030517578,123.01000213623048,123.1500015258789,1459900
2025-09-25,121.72000122070312,124.5,121.0199966430664,124.31999969482422,4024700
2025-09-26,122.2300033569336,122.91000366210938,121.48999786376952,121.81999969482422,2292600
2025-09-29,122.66000366210938,122.81999969482422,121.37000274658205,122.58999633789062,2851200
2025-09-30,124.33999633789062,124.70999908447266,122.18000030517578,122.51000213623048,2044300
2025-10-01,123.2300033569336,125.31999969482422,123.04000091552734,124.81999969482422,1921500
2025-10-02,122.62000274658205,123.23999786376952,122.08000183105467,123.2300033569336,1695900
2025-10-03,122.58000183105467,123.37999725341795,121.76000213623048,122.33000183105467,1898200
2025-10-06,120.54000091552734,122.19000244140624,120.4499969482422,122.0,2143300
2025-10-07,122.33000183105467,122.77999877929688,119.62999725341795,120.54000091552734,2254600
2025-10-08,119.62999725341795,122.18000030517578,119.54000091552734,122.18000030517578,1802600
2025-10-09,119.5500030517578,120.29000091552734,119.36000061035156,119.62000274658205,1851300
2025-10-10,119.56999969482422,120.72000122070312,119.37000274658205,120.1999969482422,1855200
2025-10-13,119.2699966430664,119.51000213623048,118.18000030517578,119.51000213623048,1968400
2025-10-14,120.16999816894533,120.61000061035156,119.08999633789062,119.5999984741211,1708600
2025-10-15,119.91999816894533,121.22000122070312,119.63999938964844,120.1999969482422,2704800
2025-10-16,119.6999969482422,121.3499984741211,119.37999725341795,120.48999786376952,2337200
2025-10-17,121.44000244140624,121.48999786376952,119.87999725341795,120.11000061035156,2076700
2025-10-20,120.6999969482422,121.88999938964844,120.62000274658205,121.5199966430664,1547700
2025-10-21,120.0500030517578,121.02999877929688,119.9499969482422,120.8000030517578,1876200
2025-10-22,120.20999908447266,121.98999786376952,119.54000091552734,120.12000274658205,1924100
2025-10-23,118.76000213623048,120.37000274658205,117.48999786376952,120.3499984741211,2687900
2025-10-24,118.93000030517578,119.91999816894533,118.19000244140624,118.9499969482422,2423700
2025-10-27,120.62000274658205,120.83000183105467,118.45999908447266,118.8499984741211,3924400
2025-10-28,120.66000366210938,121.98999786376952,119.58000183105467,120.12999725341795,3297100
2025-10-29,116.72000122070312,120.12000274658205,116.26000213623048,119.75,4365200
2025-10-30,120.20999908447266,123.08999633789062,119.45999908447266,120.6999969482422,4659700
2025-10-31,119.70999908447266,120.08999633789062,118.1500015258789,119.1500015258789,4396700
2025-11-03,102.2699966430664,106.41000366210938,102.1999969482422,104.69000244140624,36751500
2025-11-04,100.63999938964844,102.75,99.5999984741211,102.18000030517578,15963800
2025-11-05,100.0500030517578,101.43000030517578,99.22000122070312,100.55999755859376,12418400
2025-11-06,100.7699966430664,101.75,99.5999984741211,100.12000274658205,9007400
2025-11-07,103.8499984741211,104.58000183105467,100.5,100.77999877929688,10218700
2025-11-10,103.08999633789062,103.87000274658205,101.61000061035156,103.80999755859376,7028800
2025-11-11,103.02999877929688,103.7699966430664,102.5999984741211,103.37999725341795,4520900
2025-11-12,104.12000274658205,105.29000091552734,103.47000122070312,103.79000091552734,6539800
2025-11-13,104.4499969482422,105.6999969482422,104.3000030517578,105.0199966430664,5312400
2025-11-14,104.0199966430664,105.8499984741211,103.66000366210938,105.01000213623048,5752400
2025-11-17,103.66000366210938,105.87999725341795,102.5,103.88999938964844,9323800
2025-11-18,103.25,104.61000061035156,102.0,104.3499984741211,6676300
2025-11-19,102.37000274658205,103.33999633789062,101.76000213623048,103.1500015258789,5856900
2025-11-20,103.76000213623048,104.22000122070312,102.2300033569336,102.61000061035156,5332000
2025-11-21,105.18000030517578,105.8000030517578,103.5999984741211,104.1999969482422,5876200
2025-11-24,105.02999877929688,105.52999877929688,103.75,105.12999725341795,6820400
2025-11-25,106.01000213623047,106.29000091552734,105.05000305175781,105.33000183105469,4303900
2025-11-26,108.29000091552734,109.80000305175781,106.12999725341797,106.4000015258789,7267300
